IDText;Text;new_text;Tokeniz;dibakukan;stemmed;pre_stem;Kelas_SVM;manual;Kelas_RF;Kelas_SVM_SMOTE_Minority;Kelas_SOMTERF;Kelas_SVM_SMOTE2;Kelas_Voting_Hard;Kelas_Stacking;Kelas_PCAVoting_Hard;Kelas_PCA_Stacking;Kelas_Stacking2;Kelas_Stacking3
TXT0541;"Ã°ÂÂÂŒÃ°ÂÂÂšÃ°ÂÂÂ¤Ã°ÂÂÂšÃ°ÂÂÂ§ Ã°ÂÂÂ’Ã°ÂÂÂ¢Ã°ÂÂÂšÃ°ÂÂÂ§Ã°ÂÂÂ  Ã°ÂÂÂ†Ã°ÂÂÂ«Ã°ÂÂÂšÃ°ÂÂÂ­Ã°ÂÂÂ¢Ã°ÂÂÂ¬ Ã°ÂÂÂÃ°ÂÂÂ«Ã°ÂÂÂšÃ°ÂÂÂ›Ã°ÂÂÂ¨Ã°ÂÂÂ°Ã°ÂÂÂ¨, Ã°ÂÂÂ”Ã°ÂÂÂ§Ã°ÂÂÂ­Ã°ÂÂÂ®Ã°ÂÂÂ¤ Ã°ÂÂÂ‘Ã°ÂÂÂšÃ°ÂÂÂ¤Ã°ÂÂÂ²Ã°ÂÂÂšÃ°ÂÂÂ­ Ã°ÂÂÂšÃ°ÂÂÂ­Ã°ÂÂÂšÃ°ÂÂÂ® Ã°ÂÂÂ“Ã°ÂÂÂžÃ°ÂÂÂ¦Ã°ÂÂÂšÃ°ÂÂÂ§-Ã°ÂÂÂ­Ã°ÂÂÂžÃ°ÂÂÂ¦Ã°ÂÂÂšÃ°ÂÂÂ§ Ã°ÂÂÂƒÃ°ÂÂÂžÃ°ÂÂÂ¤Ã°ÂÂÂšÃ°ÂÂÂ­?

Oleh : Septian R 

Dengan nada meletup-letup, tangan memukul-mukul udara, Prabowo Subianto meluapkan kekesalannya karena bisnis-bisnisnya mandek setelah dirinya tidak berkuasa. Momen di Mata Najwa itu jelas mengakhiri rasa penasaran publik kenapa dia betul-betul sangat bernafsu menggenggam kekuasaan. Ya, ada dendam yang belum dituntaskannya.

Di masa kekuasaan Orde Baru, Prabowo memang bagai anak emas karena mampu membangun banyak bisnis untuk mempertebal kekayaannya. Sampai-sampai ratusan ribu hektar lahan negara dia kuasai. Namun setelah Orde Baru tumbang, nepotisme perlahan-lahan mulai disikat dan ini berdampak terhadap Prabowo. 

Satu-satunya agar bisa mengembalikan semua kejayaan itu adalah dengan meraih kekuasaan. Sudah pasti sesuatu yang diraih dengan ambisi menggebu-gebu akan dimanfaatkan betul jika sudah dalam genggaman.  Begitupun kekuasaan bagi Prabowo, ia akan menggunakannya untuk memenuhi hasrat pribadi dan kelompoknya. Lain tidak. 

Kita bisa berkaca dari proyek food estate di Kalteng. Baru menjabat menteri saja, proyek triliunan itu menguap entah kemana. Ada 600 hektar lahan singkong mangkrak dan 17.000 sawah baru tak kunjung panen. Proyek itu dijalankan PT Agrinas, milik Kementerian Pertahanan. Orang-orang kepercyaan Prabowo di Gerindra banyak menjabat pimpinan disana. Jajaran komisaris juga diisi para purnawirawan TNI yang juga anggota Tim Kampanye Prabowo pada 2019. 

Cerita mungkin akan berbeda jika proyek pangan itu dipegang oleh ahlinya. Tentu saja dari perencanaan, dan pelaksanaan akan lebih matang dan terukur. Kalau sudah pengedepankan nepotisme begini, wajar publik curiga proyek itu hanya lahan untuk mengeruk duit rakyat.   
  
Itu baru food estate. Bayangkan jika Prabowo berkuasa, ada banyak sektor lain yang akan dikuasai dia dan kroni-kroninya. Sebut saja misalnya program makan siang dan bagi-bagi susu yang anggarannya mencapai Rp. 450 triliun pertahun. Untuk susu perah saja, produksi dalam negeri kita hanya sanggup memenuhi 20 persen penduduk, sisanya impor dari Austalia dan Selandia Baru. 

Sudah pasti jika program tak masuk akal itu dipaksakan, justru akan semakin menambah beban impor. Bisa ditebak, yang diuntungkan selain peternak asing adalah importir yang sudah pasti akan diisi kroni-kroni Prabowo. Disitu akan sangat rawan permainan dan celah korupsi. Karena beban anggaran itu sektor-sektor belanja negara yang lain pun akan terdampak. 

Pantas saja Prabowo sendiri, di acara sarasehan ekonom, menyebut, anggaran program ini akan diambil dari dana pendidikan dan Bansos. Artinya dana BOS ataupun subsidi pendidikan akan dipangkas, dan bantuan sosial yang selama ini dinikmati warga kurang mampu juga akan dipotong. Belum lagi wacana menaikkan pajak yang jelas akan membenani rakyat. 

Jika dipikir-pikir situasinya betul-betul akan semakin kacau. Tatanan dan juga program yang selama ini dirasakan manfaatnya untuk rakyat akan dirusak hanya untuk program makan siang gratis yang sebenarnya cuma menguntungkan kroni-kroni Prabowo. [RE Melihat_Indo]";septian r nada meletupletup tangan memukulmukul udara subianto meluapkan kekesalannya bisnisbisnisnya mandek berkuasa momen mata najwa penasaran publik betulbetul bernafsu menggenggam kekuasaan ya dendam dituntaskannyadi kekuasaan orde anak emas membangun bisnis mempertebal kekayaannya sampaisampai ratusan ribu hektar negara kuasai orde tumbang nepotisme disikat berdampak satusatunya mengembalikan kejayaan meraih kekuasaan diraih ambisi menggebugebu dimanfaatkan genggaman kekuasaan menggunakannya memenuhi hasrat pribadi kelompoknya berkaca proyek food estate kalteng menjabat menteri proyek triliunan menguap kemana hektar singkong mangkrak sawah kunjung panen proyek dijalankan pt agrinas milik kementerian pertahanan orangorang kepercyaan gerindra menjabat pimpinan disana jajaran komisaris diisi purnawirawan tni anggota tim kampanye cerita berbeda proyek pangan dipegang ahlinya perencanaan pelaksanaan matang terukur pengedepankan nepotisme wajar publik curiga proyek mengeruk duit rakyat food estate bayangkan berkuasa sektor dikuasai kronikroninya program makan siang bagibagi susu anggarannya mencapai rp triliun pertahun susu perah produksi negeri sanggup memenuhi persen penduduk sisanya impor austalia selandia program masuk akal dipaksakan menambah beban impor ditebak diuntungkan peternak asing importir diisi kronikroni disitu rawan permainan korupsi beban anggaran sektorsektor belanja negara terdampak acara sarasehan ekonom menyebut anggaran program diambil dana pendidikan bansos dana bos subsidi pendidikan dipangkas bantuan sosial dinikmati warga dipotong wacana menaikkan pajak membenani rakyat dipikirpikir situasinya betulbetul kacau tatanan program dirasakan manfaatnya rakyat dirusak program makan siang gratis menguntungkan kronikroni;['septian', 'r', 'nada', 'meletupletup', 'tangan', 'memukulmukul', 'udara', 'subianto', 'meluapkan', 'kekesalannya', 'bisnisbisnisnya', 'mandek', 'berkuasa', 'momen', 'mata', 'najwa', 'penasaran', 'publik', 'betulbetul', 'bernafsu', 'menggenggam', 'kekuasaan', 'ya', 'dendam', 'dituntaskannyadi', 'kekuasaan', 'orde', 'anak', 'emas', 'membangun', 'bisnis', 'mempertebal', 'kekayaannya', 'sampaisampai', 'ratusan', 'ribu', 'hektar', 'negara', 'kuasai', 'orde', 'tumbang', 'nepotisme', 'disikat', 'berdampak', 'satusatunya', 'mengembalikan', 'kejayaan', 'meraih', 'kekuasaan', 'diraih', 'ambisi', 'menggebugebu', 'dimanfaatkan', 'genggaman', 'kekuasaan', 'menggunakannya', 'memenuhi', 'hasrat', 'pribadi', 'kelompoknya', 'berkaca', 'proyek', 'food', 'estate', 'kalteng', 'menjabat', 'menteri', 'proyek', 'triliunan', 'menguap', 'kemana', 'hektar', 'singkong', 'mangkrak', 'sawah', 'kunjung', 'panen', 'proyek', 'dijalankan', 'pt', 'agrinas', 'milik', 'kementerian', 'pertahanan', 'orangorang', 'kepercyaan', 'gerindra', 'menjabat', 'pimpinan', 'disana', 'jajaran', 'komisaris', 'diisi', 'purnawirawan', 'tni', 'anggota', 'tim', 'kampanye', 'cerita', 'berbeda', 'proyek', 'pangan', 'dipegang', 'ahlinya', 'perencanaan', 'pelaksanaan', 'matang', 'terukur', 'pengedepankan', 'nepotisme', 'wajar', 'publik', 'curiga', 'proyek', 'mengeruk', 'duit', 'rakyat', 'food', 'estate', 'bayangkan', 'berkuasa', 'sektor', 'dikuasai', 'kronikroninya', 'program', 'makan', 'siang', 'bagibagi', 'susu', 'anggarannya', 'mencapai', 'rp', 'triliun', 'pertahun', 'susu', 'perah', 'produksi', 'negeri', 'sanggup', 'memenuhi', 'persen', 'penduduk', 'sisanya', 'impor', 'austalia', 'selandia', 'program', 'masuk', 'akal', 'dipaksakan', 'menambah', 'beban', 'impor', 'ditebak', 'diuntungkan', 'peternak', 'asing', 'importir', 'diisi', 'kronikroni', 'disitu', 'rawan', 'permainan', 'korupsi', 'beban', 'anggaran', 'sektorsektor', 'belanja', 'negara', 'terdampak', 'acara', 'sarasehan', 'ekonom', 'menyebut', 'anggaran', 'program', 'diambil', 'dana', 'pendidikan', 'bansos', 'dana', 'bos', 'subsidi', 'pendidikan', 'dipangkas', 'bantuan', 'sosial', 'dinikmati', 'warga', 'dipotong', 'wacana', 'menaikkan', 'pajak', 'membenani', 'rakyat', 'dipikirpikir', 'situasinya', 'betulbetul', 'kacau', 'tatanan', 'program', 'dirasakan', 'manfaatnya', 'rakyat', 'dirusak', 'program', 'makan', 'siang', 'gratis', 'menguntungkan', 'kronikroni'];['septian', 'r', 'nada', 'meletupletup', 'tangan', 'memukulmukul', 'udara', 'subianto', 'meluapkan', 'kekesalannya', 'bisnisbisnisnya', 'mandek', 'berkuasa', 'momen', 'mata', 'najwa', 'penasaran', 'publik', 'betulbetul', 'bernafsu', 'menggenggam', 'kekuasaan', 'ya', 'dendam', 'dituntaskannyadi', 'kekuasaan', 'orde', 'anak', 'emas', 'membangun', 'bisnis', 'mempertebal', 'kekayaannya', 'sampaisampai', 'ratusan', 'ribu', 'hektar', 'negara', 'kuasai', 'orde', 'tumbang', 'nepotisme', 'disikat', 'berdampak', 'satusatunya', 'mengembalikan', 'kejayaan', 'meraih', 'kekuasaan', 'diraih', 'ambisi', 'menggebugebu', 'dimanfaatkan', 'genggaman', 'kekuasaan', 'menggunakannya', 'memenuhi', 'hasrat', 'pribadi', 'kelompoknya', 'berkaca', 'proyek', 'food', 'estate', 'kalteng', 'menjabat', 'menteri', 'proyek', 'triliunan', 'menguap', 'kemana', 'hektar', 'singkong', 'mangkrak', 'sawah', 'kunjung', 'panen', 'proyek', 'dijalankan', 'pt', 'agrinas', 'milik', 'kementerian', 'pertahanan', 'orangorang', 'kepercyaan', 'gerindra', 'menjabat', 'pimpinan', 'disana', 'jajaran', 'komisaris', 'diisi', 'purnawirawan', 'tni', 'anggota', 'tim', 'kampanye', 'cerita', 'berbeda', 'proyek', 'pangan', 'dipegang', 'ahlinya', 'perencanaan', 'pelaksanaan', 'matang', 'terukur', 'pengedepankan', 'nepotisme', 'wajar', 'publik', 'curiga', 'proyek', 'mengeruk', 'duit', 'rakyat', 'food', 'estate', 'bayangkan', 'berkuasa', 'sektor', 'dikuasai', 'kronikroninya', 'program', 'makan', 'siang', 'bagibagi', 'susu', 'anggarannya', 'mencapai', 'rp', 'triliun', 'pertahun', 'susu', 'perah', 'produksi', 'negeri', 'sanggup', 'memenuhi', 'persen', 'penduduk', 'sisanya', 'impor', 'austalia', 'selandia', 'program', 'masuk', 'akal', 'dipaksakan', 'menambah', 'beban', 'impor', 'ditebak', 'diuntungkan', 'peternak', 'asing', 'importir', 'diisi', 'kronikroni', 'disitu', 'rawan', 'permainan', 'korupsi', 'beban', 'anggaran', 'sektorsektor', 'belanja', 'negara', 'terdampak', 'acara', 'sarasehan', 'ekonom', 'menyebut', 'anggaran', 'program', 'diambil', 'dana', 'pendidikan', 'bansos', 'dana', 'bos', 'subsidi', 'pendidikan', 'dipangkas', 'bantuan', 'sosial', 'dinikmati', 'warga', 'dipotong', 'wacana', 'menaikkan', 'pajak', 'membenani', 'rakyat', 'dipikirpikir', 'situasinya', 'betulbetul', 'kacau', 'tatanan', 'program', 'dirasakan', 'manfaatnya', 'rakyat', 'dirusak', 'program', 'makan', 'siang', 'gratis', 'menguntungkan', 'kronikroni'];['septian', 'r', 'nada', 'meletupletup', 'tangan', 'memukulmukul', 'udara', 'subianto', 'luap', 'kesal', 'bisnisbisnisnya', 'mandek', 'kuasa', 'momen', 'mata', 'najwa', 'penasaran', 'publik', 'betulbetul', 'nafsu', 'genggam', 'kuasa', 'ya', 'dendam', 'dituntaskannyadi', 'kuasa', 'orde', 'anak', 'emas', 'bangun', 'bisnis', 'tebal', 'kaya', 'sampaisampai', 'ratus', 'ribu', 'hektar', 'negara', 'kuasa', 'orde', 'tumbang', 'nepotisme', 'sikat', 'dampak', 'satusatunya', 'kembali', 'jaya', 'raih', 'kuasa', 'raih', 'ambisi', 'menggebugebu', 'manfaat', 'genggam', 'kuasa', 'guna', 'penuh', 'hasrat', 'pribadi', 'kelompok', 'kaca', 'proyek', 'food', 'estate', 'kalteng', 'jabat', 'menteri', 'proyek', 'triliun', 'uap', 'mana', 'hektar', 'singkong', 'mangkrak', 'sawah', 'kunjung', 'panen', 'proyek', 'jalan', 'pt', 'agrinas', 'milik', 'menteri', 'tahan', 'orangorang', 'kepercyaan', 'gerindra', 'jabat', 'pimpin', 'sana', 'jajar', 'komisaris', 'isi', 'purnawirawan', 'tni', 'anggota', 'tim', 'kampanye', 'cerita', 'beda', 'proyek', 'pangan', 'pegang', 'ahli', 'rencana', 'laksana', 'matang', 'ukur', 'depan', 'nepotisme', 'wajar', 'publik', 'curiga', 'proyek', 'keruk', 'duit', 'rakyat', 'food', 'estate', 'bayang', 'kuasa', 'sektor', 'asai', 'kronikroninya', 'program', 'makan', 'siang', 'bagibagi', 'susu', 'anggar', 'capai', 'rp', 'triliun', 'tahun', 'susu', 'perah', 'produksi', 'negeri', 'sanggup', 'penuh', 'persen', 'duduk', 'sisa', 'impor', 'austalia', 'selandia', 'program', 'masuk', 'akal', 'paksa', 'tambah', 'beban', 'impor', 'tebak', 'untung', 'ternak', 'asing', 'importir', 'isi', 'kronikroni', 'situ', 'rawan', 'main', 'korupsi', 'beban', 'anggar', 'sektorsektor', 'belanja', 'negara', 'dampak', 'acara', 'sarasehan', 'ekonom', 'sebut', 'anggar', 'program', 'ambil', 'dana', 'didik', 'bansos', 'dana', 'bos', 'subsidi', 'didik', 'pangkas', 'bantu', 'sosial', 'nikmat', 'warga', 'potong', 'wacana', 'naik', 'pajak', 'membenani', 'rakyat', 'dipikirpikir', 'situasi', 'betulbetul', 'kacau', 'tatanan', 'program', 'rasa', 'manfaat', 'rakyat', 'rusak', 'program', 'makan', 'siang', 'gratis', 'untung', 'kronikroni'];septian r nada meletupletup tangan memukulmukul udara subianto luap kesal bisnisbisnisnya mandek kuasa momen mata najwa penasaran publik betulbetul nafsu genggam kuasa ya dendam dituntaskannyadi kuasa orde anak emas bangun bisnis tebal kaya sampaisampai ratus ribu hektar negara kuasa orde tumbang nepotisme sikat dampak satusatunya kembali jaya raih kuasa raih ambisi menggebugebu manfaat genggam kuasa guna penuh hasrat pribadi kelompok kaca proyek food estate kalteng jabat menteri proyek triliun uap mana hektar singkong mangkrak sawah kunjung panen proyek jalan pt agrinas milik menteri tahan orangorang kepercyaan gerindra jabat pimpin sana jajar komisaris isi purnawirawan tni anggota tim kampanye cerita beda proyek pangan pegang ahli rencana laksana matang ukur depan nepotisme wajar publik curiga proyek keruk duit rakyat food estate bayang kuasa sektor asai kronikroninya program makan siang bagibagi susu anggar capai rp triliun tahun susu perah produksi negeri sanggup penuh persen duduk sisa impor austalia selandia program masuk akal paksa tambah beban impor tebak untung ternak asing importir isi kronikroni situ rawan main korupsi beban anggar sektorsektor belanja negara dampak acara sarasehan ekonom sebut anggar program ambil dana didik bansos dana bos subsidi didik pangkas bantu sosial nikmat warga potong wacana naik pajak membenani rakyat dipikirpikir situasi betulbetul kacau tatanan program rasa manfaat rakyat rusak program makan siang gratis untung kronikroni;Sumber Daya Alam;Ekonomi;Sumber Daya Alam;Sumber Daya Alam;Politik;Sumber Daya Alam;Politik;Ekonomi;Ekonomi;Ekonomi;Politik;Sumber Daya Alam
TXT0542;"#nazarpemilu
Prabowo Kalah di Putaran Pertama, gue traktir 10 orang pendukung siapapun, makan di restoran Abunawas https://t.co/V6AbcpFWLy [RE kursi_tribun]";putaran gue traktir orang pendukung makan restoran abunawas;['putaran', 'gue', 'traktir', 'orang', 'pendukung', 'makan', 'restoran', 'abunawas'];['putaran', 'gue', 'traktir', 'orang', 'pendukung', 'makan', 'restoran', 'abunawas'];['putar', 'gue', 'traktir', 'orang', 'dukung', 'makan', 'restoran', 'abunawas'];putar gue traktir orang dukung makan restoran abunawas;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0543;Dari sini aja sudah keliatan sadisnya nyerang secara personal, bilang gak punya POTONGAN diktator ato otoriter sambil ngelirik Prabowo dan nyerang mslh rekam jejak pelanggaran HAM pdhl dia sendiri tidak mengusut pelanggaran HAM itu selam 5 tahun 2014-2019 https://t.co/e4WPDeKzMG [RE BosPurwa];aja keliatan sadisnya nyerang personal bilang potongan diktator ato otoriter ngelirik nyerang mslh rekam jejak pelanggaran ham pdhl mengusut pelanggaran ham selam;['aja', 'keliatan', 'sadisnya', 'nyerang', 'personal', 'bilang', 'potongan', 'diktator', 'ato', 'otoriter', 'ngelirik', 'nyerang', 'mslh', 'rekam', 'jejak', 'pelanggaran', 'ham', 'pdhl', 'mengusut', 'pelanggaran', 'ham', 'selam'];['saja', 'kelihatan', 'sadisnya', 'menyerang', 'personal', 'bilang', 'potongan', 'diktator', 'atau', 'otoriter', 'ngelirik', 'menyerang', 'masalah', 'rekam', 'jejak', 'pelanggaran', 'ham', 'padahal', 'mengusut', 'pelanggaran', 'ham', 'selam'];['saja', 'lihat', 'sadis', 'serang', 'personal', 'bilang', 'potong', 'diktator', 'atau', 'otoriter', 'ngelirik', 'serang', 'masalah', 'rekam', 'jejak', 'langgar', 'ham', 'padahal', 'usut', 'langgar', 'ham', 'selam'];saja lihat sadis serang personal bilang potong diktator atau otoriter ngelirik serang masalah rekam jejak langgar ham padahal usut langgar ham selam;Ideologi;Sosial Budaya;Politik;Ideologi;Ideologi;Politik;Ideologi;Ideologi;Politik;Politik;Politik;Politik
TXT0544;"Bu @KhofifahIP kenapa Masa Jabatanya Jadi Mundur ?? 
Harusnya Selesai Tanggal 31 Desember 2023 jadi 13 Februari 2024 .

Sebegininya Ya demi Kepentingan Prabowo-Gibran .??? 
Masyarakat Mungkin Pada tidak menggagas Issu ini kan ?? 
Padahal penundaan Masa Jabatan melalui MK dan Di Kabulkan Oleh mahkamah Konstitusi .

Ya Allah Lindungi Bangsa Ini Dari Orang-orang Yang Serakah . Ã°ÂŸÂ™Â [RE Gus_Raharjo]";bu khofifahip jabatanya mundur selesai tanggal desember februari sebegininya ya kepentingan masyarakat menggagas issu penundaan jabatan mk kabulkan mahkamah konstitusi ya lindungi bangsa orangorang serakah;['bu', 'khofifahip', 'jabatanya', 'mundur', 'selesai', 'tanggal', 'desember', 'februari', 'sebegininya', 'ya', 'kepentingan', 'masyarakat', 'menggagas', 'issu', 'penundaan', 'jabatan', 'mk', 'kabulkan', 'mahkamah', 'konstitusi', 'ya', 'lindungi', 'bangsa', 'orangorang', 'serakah'];['bu', 'khofifahip', 'jabatanya', 'mundur', 'selesai', 'tanggal', 'desember', 'februari', 'sebegininya', 'ya', 'kepentingan', 'masyarakat', 'menggagas', 'issu', 'penundaan', 'jabatan', 'maka', 'kabulkan', 'mahkamah', 'konstitusi', 'ya', 'lindungi', 'bangsa', 'orangorang', 'serakah'];['bu', 'khofifahip', 'jabatanya', 'mundur', 'selesai', 'tanggal', 'desember', 'februari', 'begini', 'ya', 'penting', 'masyarakat', 'gagas', 'issu', 'tunda', 'jabat', 'maka', 'kabul', 'mahkamah', 'konstitusi', 'ya', 'lindung', 'bangsa', 'orangorang', 'serakah'];bu khofifahip jabatanya mundur selesai tanggal desember februari begini ya penting masyarakat gagas issu tunda jabat maka kabul mahkamah konstitusi ya lindung bangsa orangorang serakah;Ideologi;Politik;Sosial Budaya;Ideologi;Sosial Budaya;Ideologi;Ideologi;Sosial Budaya;Ideologi;Ideologi;Politik;Ideologi
TXT0545;"Ganjar : Internet Jangan dikorupsi ..

Wan Angin langsung melet2 lidah langsung teringat menterinya om bewok yang ketangkap 

#debatCapres [RE kurawa]";internet dikorupsi wan angin langsung lidah langsung menterinya om bewok ketangkap;['internet', 'dikorupsi', 'wan', 'angin', 'langsung', 'lidah', 'langsung', 'menterinya', 'om', 'bewok', 'ketangkap'];['internet', 'dikorupsi', 'wan', 'angin', 'langsung', 'lidah', 'langsung', 'menterinya', 'om', 'bewok', 'ketangkap'];['internet', 'korupsi', 'wan', 'angin', 'langsung', 'lidah', 'langsung', 'menteri', 'om', 'bewok', 'tangkap'];internet korupsi wan angin langsung lidah langsung menteri om bewok tangkap;Ekonomi;Politik;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0546;"Ganjar-Mahfud akan memastikan bahwa desa-desa kita memiliki akses yang adil ke pelayanan publik. @afgantws Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/8L4nRK0BlM";desadesa memiliki akses adil pelayanan publik afgantws happy new year;['desadesa', 'memiliki', 'akses', 'adil', 'pelayanan', 'publik', 'afgantws', 'happy', 'new', 'year'];['desadesa', 'memiliki', 'akses', 'adil', 'pelayanan', 'publik', 'afgantws', 'happy', 'new', 'year'];['desadesa', 'milik', 'akses', 'adil', 'layan', 'publik', 'afgantws', 'happy', 'new', 'year'];desadesa milik akses adil layan publik afgantws happy new year;Sosial Budaya;Geografi;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0547;@xquitavee @prabowo @gibran_tweet @KPK_RI @aniesbaswedan Udah pernah di periksa sebanyak tiga kali, bersih ngk ada korupsi, sekarang malah ketua kpk nya yg di tangkap krna kasus pemerasan;xquitavee kpkri udah periksa kali bersih ngk korupsi ketua kpk nya tangkap krna pemerasan;['xquitavee', 'kpkri', 'udah', 'periksa', 'kali', 'bersih', 'ngk', 'korupsi', 'ketua', 'kpk', 'nya', 'tangkap', 'krna', 'pemerasan'];['xquitavee', 'kpkri', 'sudah', 'periksa', 'kali', 'bersih', 'enggak', 'korupsi', 'ketua', 'kpk', 'nya', 'tangkap', 'karena', 'pemerasan'];['xquitavee', 'kpkri', 'sudah', 'periksa', 'kali', 'bersih', 'enggak', 'korupsi', 'ketua', 'kpk', 'nya', 'tangkap', 'karena', 'peras'];xquitavee kpkri sudah periksa kali bersih enggak korupsi ketua kpk nya tangkap karena peras;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0548;Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, dorong pertumbuhan ekonomi yang merata di setiap desa. #JNK #GanjarPranowoPilihanUmat https://t.co/9nnLenTDKz;program pasangan cawapres md dorong pertumbuhan ekonomi merata desa jnk;['program', 'pasangan', 'cawapres', 'md', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa', 'jnk'];['program', 'pasangan', 'cawapres', 'md', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa', 'jnk'];['program', 'pasang', 'cawapres', 'md', 'dorong', 'tumbuh', 'ekonomi', 'rata', 'desa', 'jnk'];program pasang cawapres md dorong tumbuh ekonomi rata desa jnk;Sumber Daya Alam;Ekonomi;Sumber Daya Alam;Sumber Daya Alam;Ekonomi;Sumber Daya Alam;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Sumber Daya Alam
TXT0549;Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, solusi jitu buat dorong pertumbuhan ekonomi desa. #JNK #GanjarPranowoPilihanUmat https://t.co/UUjvE3ag2r;program pasangan cawapres md solusi jitu dorong pertumbuhan ekonomi desa jnk;['program', 'pasangan', 'cawapres', 'md', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa', 'jnk'];['program', 'pasangan', 'cawapres', 'md', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa', 'jnk'];['program', 'pasang', 'cawapres', 'md', 'solusi', 'jitu', 'dorong', 'tumbuh', 'ekonomi', 'desa', 'jnk'];program pasang cawapres md solusi jitu dorong tumbuh ekonomi desa jnk;Sumber Daya Alam;Ekonomi;Sumber Daya Alam;Sumber Daya Alam;Ekonomi;Sumber Daya Alam;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Sumber Daya Alam
TXT0550;Sumbar Disebut Tak Lagi Lumbung Suara Prabowo, Suara AMIN Ditargetkan Tembus 80% https://t.co/ilwX2NoqAw [RE OposisiCerdas];sumbar lumbung suara suara amin ditargetkan tembus;['sumbar', 'lumbung', 'suara', 'suara', 'amin', 'ditargetkan', 'tembus'];['sumbar', 'lumbung', 'suara', 'suara', 'amin', 'ditargetkan', 'tembus'];['sumbar', 'lumbung', 'suara', 'suara', 'amin', 'target', 'tembus'];sumbar lumbung suara suara amin target tembus;Sosial Budaya;Demografi;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0551;Luas Jogja 318rb hektar Luas Jakarta 66rb hektar Luas Singapura 73rb hektar;luas jogja hektar luas jakarta hektar luas singapura hektar;['luas', 'jogja', 'hektar', 'luas', 'jakarta', 'hektar', 'luas', 'singapura', 'hektar'];['luas', 'jogja', 'hektar', 'luas', 'jakarta', 'hektar', 'luas', 'singapura', 'hektar'];['luas', 'jogja', 'hektar', 'luas', 'jakarta', 'hektar', 'luas', 'singapura', 'hektar'];luas jogja hektar luas jakarta hektar luas singapura hektar;Sosial Budaya;Geografi;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0552;Makan Malam Jokowi-Prabowo Merusak Psikologis Pendukung Anies dan Ganjar https://t.co/RU5FwdLNRi [RE OposisiCerdas];makan malam merusak psikologis pendukung anies;['makan', 'malam', 'merusak', 'psikologis', 'pendukung', 'anies'];['makan', 'malam', 'merusak', 'psikologis', 'pendukung', 'anies'];['makan', 'malam', 'rusak', 'psikologis', 'dukung', 'anies'];makan malam rusak psikologis dukung anies;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0553;"@mazzini_gsp Anies terlihat arogan pada sesi debat ini.
Prabowo fokus pada utang, dia tdk pernah menyinggung ttg korupsi.
Ganjar mulai keliatan dewasa pada sesi ini [RE dodon_alone]";mazzinigsp anies arogan sesi debat fokus utang tdk menyinggung ttg keliatan dewasa sesi;['mazzinigsp', 'anies', 'arogan', 'sesi', 'debat', 'fokus', 'utang', 'tdk', 'menyinggung', 'ttg', 'keliatan', 'dewasa', 'sesi'];['mazzinigsp', 'anies', 'arogan', 'sesi', 'debat', 'fokus', 'utang', 'tidak', 'menyinggung', 'tentang', 'kelihatan', 'dewasa', 'sesi'];['mazzinigsp', 'anies', 'arogan', 'sesi', 'debat', 'fokus', 'utang', 'tidak', 'singgung', 'tentang', 'lihat', 'dewasa', 'sesi'];mazzinigsp anies arogan sesi debat fokus utang tidak singgung tentang lihat dewasa sesi;Ekonomi;Sosial Budaya;Ekonomi;Ekonomi;Politik;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
