,Text,new_text2,Tokeniz,baku_text,stemmed_text
488,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit  untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat ,aksi nyata pasangan perjuangkan kredit koprasi umkm mari sukseskan bisnis lokal nct wish,"['aksi', 'nyata', 'pasangan', 'perjuangkan', 'kredit', 'koprasi', 'umkm', 'mari', 'sukseskan', 'bisnis', 'lokal', 'nct', 'wish']","['aksi', 'nyata', 'pasangan', 'perjuangkan', 'kredit', 'koprasi', 'umkm', 'mari', 'sukseskan', 'bisnis', 'lokal', 'nct', 'wish']","['aksi', 'nyata', 'pasang', 'juang', 'kredit', 'koprasi', 'umkm', 'mari', 'sukses', 'bisnis', 'lokal', 'nct', 'wish']"
489,kampanye di kendari anies tidak ingin rakyat diperas jadi buruh murah di perusahaan asing  ,kampanye kendari diperas buruh murah perusahaan asing,"['kampanye', 'kendari', 'diperas', 'buruh', 'murah', 'perusahaan', 'asing']","['kampanye', 'kendari', 'diperas', 'buruh', 'murah', 'perusahaan', 'asing']","['kampanye', 'kendari', 'peras', 'buruh', 'murah', 'usaha', 'asing']"
490,anggota dprd dari psi bilang pak anies gk kerja sama sekali langsung di skakmat staff gubernurnya pak anies  ,anggota dprd psi bilang kerja langsung skakmat staff gubernurnya,"['anggota', 'dprd', 'psi', 'bilang', 'kerja', 'langsung', 'skakmat', 'staff', 'gubernurnya']","['anggota', 'dprd', 'psi', 'bilang', 'kerja', 'langsung', 'skakmat', 'staff', 'gubernurnya']","['anggota', 'dprd', 'psi', 'bilang', 'kerja', 'langsung', 'skakmat', 'staff', 'gubernur']"
491,peningkatan anggaran riset dan inovasi menjadi  dari pdb pada tahun  akan menjadikan ganjarmahfud sebagai pilihan yang tepat shikuzakatomo happy new year  ,peningkatan anggaran riset inovasi pdb menjadikan pilihan shikuzakatomo happy new year,"['peningkatan', 'anggaran', 'riset', 'inovasi', 'pdb', 'menjadikan', 'pilihan', 'shikuzakatomo', 'happy', 'new', 'year']","['peningkatan', 'anggaran', 'riset', 'inovasi', 'pdb', 'menjadikan', 'pilihan', 'shikuzakatomo', 'happy', 'new', 'year']","['tingkat', 'anggar', 'riset', 'inovasi', 'pdb', 'jadi', 'pilih', 'shikuzakatomo', 'happy', 'new', 'year']"
492,kenapa waktu jaman pak anies beliau nggak pernah ngeluh anggaran jakarta tidak cukuppadahal waktu itu covid  melanda inilah kehebatan pak anies pengelolaan anggarannya berarti pas   ,jaman nggak ngeluh anggaran cukuppadahal covid melanda kehebatan pengelolaan anggarannya pas,"['jaman', 'nggak', 'ngeluh', 'anggaran', 'cukuppadahal', 'covid', 'melanda', 'kehebatan', 'pengelolaan', 'anggarannya', 'pas']","['jaman', 'enggak', 'ngeluh', 'anggaran', 'cukuppadahal', 'covid', 'melanda', 'kehebatan', 'pengelolaan', 'anggarannya', 'pas']","['jaman', 'enggak', 'ngeluh', 'anggar', 'cukuppadahal', 'covid', 'landa', 'hebat', 'kelola', 'anggar', 'pas']"
493,ganjar di sini paling keren dan memahami sih sob kongkrit dan terukurpertanyaan  globalisasi strategi promosi budaya populer nusantara untuk pertumbuhan ekonomiabwalokasi sd yang cukup di kebudayaan dipandang sbg investasi kuliner seni film tumbuh dan dibawa global,keren memahami sob kongkrit terukurpertanyaan globalisasi strategi promosi budaya populer nusantara pertumbuhan ekonomiabwalokasi sd kebudayaan dipandang sbg investasi kuliner seni film tumbuh dibawa global,"['keren', 'memahami', 'sob', 'kongkrit', 'terukurpertanyaan', 'globalisasi', 'strategi', 'promosi', 'budaya', 'populer', 'nusantara', 'pertumbuhan', 'ekonomiabwalokasi', 'sd', 'kebudayaan', 'dipandang', 'sbg', 'investasi', 'kuliner', 'seni', 'film', 'tumbuh', 'dibawa', 'global']","['keren', 'memahami', 'sob', 'kongkrit', 'terukurpertanyaan', 'globalisasi', 'strategi', 'promosi', 'budaya', 'populer', 'nusantara', 'pertumbuhan', 'ekonomiabwalokasi', 'sd', 'kebudayaan', 'dipandang', 'sebagai', 'investasi', 'kuliner', 'seni', 'film', 'tumbuh', 'dibawa', 'global']","['keren', 'paham', 'sob', 'kongkrit', 'terukurpertanyaan', 'globalisasi', 'strategi', 'promosi', 'budaya', 'populer', 'nusantara', 'tumbuh', 'ekonomiabwalokasi', 'sd', 'budaya', 'pandang', 'bagai', 'investasi', 'kuliner', 'seni', 'film', 'tumbuh', 'bawa', 'global']"
494,zarryhendrik padahal  anies bisa dijawab dengan mudah oleh prabowo karena dia yg pegang menhan  tahun ini disinggung kesejahteraan tni malah plonga plongo disenggol food estate pundungemang kosong silakan lanjut cebokin zar,zarryhendrik mudah disinggung kesejahteraan plonga plongo disenggol pundungemang kosong silakan cebokin zar,"['zarryhendrik', 'mudah', 'disinggung', 'kesejahteraan', 'plonga', 'plongo', 'disenggol', 'pundungemang', 'kosong', 'silakan', 'cebokin', 'zar']","['zarryhendrik', 'mudah', 'disinggung', 'kesejahteraan', 'plonga', 'plongo', 'disenggol', 'pundungemang', 'kosong', 'silakan', 'cebokin', 'zar']","['zarryhendrik', 'mudah', 'singgung', 'sejahtera', 'plonga', 'plongo', 'senggol', 'pundungemang', 'kosong', 'sila', 'cebokin', 'zar']"
495,kawasan ekonomi khusus bakal jadi kekuatan baru terutama buat investasi ganjar mahfud mantap  happy new year  ,kawasan ekonomi khusus kekuatan investasi mantap happy new year,"['kawasan', 'ekonomi', 'khusus', 'kekuatan', 'investasi', 'mantap', 'happy', 'new', 'year']","['kawasan', 'ekonomi', 'khusus', 'kekuatan', 'investasi', 'mantap', 'happy', 'new', 'year']","['kawasan', 'ekonomi', 'khusus', 'kuat', 'investasi', 'mantap', 'happy', 'new', 'year']"
496,capres nomor urut  prabowo subianto yakin banget kalo ningkatin kualitas hidup para penyelenggara negara bisa neken kasus korupsi di indonesia omongan ini belio sampein di acara paku integritas di kantor kpk semalem rabu   cnnindonesia  ,nomor urut kalo ningkatin kualitas hidup penyelenggara neken korupsi omongan belio sampein acara paku integritas kantor kpk semalem rabu cnnindonesia,"['nomor', 'urut', 'kalo', 'ningkatin', 'kualitas', 'hidup', 'penyelenggara', 'neken', 'korupsi', 'omongan', 'belio', 'sampein', 'acara', 'paku', 'integritas', 'kantor', 'kpk', 'semalem', 'rabu', 'cnnindonesia']","['nomor', 'urut', 'kalo', 'ningkatin', 'kualitas', 'hidup', 'penyelenggara', 'neken', 'korupsi', 'omongan', 'belio', 'sampaikan', 'acara', 'paku', 'integritas', 'kantor', 'kpk', 'semalem', 'rabu', 'cnnindonesia']","['nomor', 'urut', 'kalo', 'ningkatin', 'kualitas', 'hidup', 'selenggara', 'neken', 'korupsi', 'omong', 'belio', 'sampai', 'acara', 'paku', 'integritas', 'kantor', 'kpk', 'semalem', 'rabu', 'cnnindonesia']"
497,   prabowo fakta korupsinya sudah didapat belumkan gw reply karena gw pingin tau kalo emang ada buktinya,fakta korupsinya belumkan gw reply gw pingin tau kalo emang buktinya,"['fakta', 'korupsinya', 'belumkan', 'gw', 'reply', 'gw', 'pingin', 'tau', 'kalo', 'emang', 'buktinya']","['fakta', 'korupsinya', 'belumkan', 'gue', 'reply', 'gue', 'pengin', 'tau', 'kalo', 'memang', 'buktinya']","['fakta', 'korupsi', 'bum', 'gue', 'reply', 'gue', 'pengin', 'tau', 'kalo', 'memang', 'bukti']"
498,sekretaris dewan pakar timnas amin wijayanto samirin sebut aniesmuhaimin akan menghapus pph untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi  ,sekretaris dewan pakar timnas wijayanto samirin menghapus pph kelompok pajak stimulus pergerakan ekonomi,"['sekretaris', 'dewan', 'pakar', 'timnas', 'wijayanto', 'samirin', 'menghapus', 'pph', 'kelompok', 'pajak', 'stimulus', 'pergerakan', 'ekonomi']","['sekretaris', 'dewan', 'pakar', 'timnas', 'wijayanto', 'samirin', 'menghapus', 'pph', 'kelompok', 'pajak', 'stimulus', 'pergerakan', 'ekonomi']","['sekretaris', 'dewan', 'pakar', 'timnas', 'wijayanto', 'samirin', 'hapus', 'pph', 'kelompok', 'pajak', 'stimulus', 'gera', 'ekonomi']"
499,ganjarpranowo mohmahfudmd terima kasih ganjar karena responsif dan proaktif dalam mengatasi permasalahan masyarakat menciptakan kesejahteraan bersama,kasih responsif proaktif mengatasi permasalahan menciptakan kesejahteraan,"['kasih', 'responsif', 'proaktif', 'mengatasi', 'permasalahan', 'menciptakan', 'kesejahteraan']","['kasih', 'responsif', 'proaktif', 'mengatasi', 'permasalahan', 'menciptakan', 'kesejahteraan']","['kasih', 'responsif', 'proaktif', 'atas', 'masalah', 'cipta', 'sejahtera']"
500,pemimpin berintegritas ganjar pranowo prof mahfud memastikan pemerintahannya bebas korupsi menciptakan lingkungan yang bersih dari praktikpraktik yang merugikan  jnk ganjarmahfudrebound ganjarpranowopilihanumat ,pemimpin berintegritas pemerintahannya bebas korupsi menciptakan lingkungan bersih praktikpraktik merugikan,"['pemimpin', 'berintegritas', 'pemerintahannya', 'bebas', 'korupsi', 'menciptakan', 'lingkungan', 'bersih', 'praktikpraktik', 'merugikan']","['pemimpin', 'berintegritas', 'pemerintahannya', 'bebas', 'korupsi', 'menciptakan', 'lingkungan', 'bersih', 'praktikpraktik', 'merugikan']","['pimpin', 'integritas', 'perintah', 'bebas', 'korupsi', 'cipta', 'lingkung', 'bersih', 'praktikpraktik', 'rugi']"
501,ganjarmahfud mari jadikan olahraga sebagai sarana untuk mempererat persatuan sibasilham happy new year  ,mari jadikan olahraga sarana mempererat persatuan sibasilham happy new year,"['mari', 'jadikan', 'olahraga', 'sarana', 'mempererat', 'persatuan', 'sibasilham', 'happy', 'new', 'year']","['mari', 'jadikan', 'olahraga', 'sarana', 'mempererat', 'persatuan', 'sibasilham', 'happy', 'new', 'year']","['mari', 'jadi', 'olahraga', 'sarana', 'erat', 'satu', 'sibasilham', 'happy', 'new', 'year']"
502,restyjcayah prabowo gerindra andrerosiade debat pertama pak prabowo sudah menyatakan kalau dia jadi pemimpin adalah untuk memajukan bisnis nya kalau tidak jadi pemimpin bisnisnya akan mandek   benar mau dipilih lagi ,restyjcayah gerindra andrerosiade debat pemimpin memajukan bisnis nya pemimpin bisnisnya mandek dipilih,"['restyjcayah', 'gerindra', 'andrerosiade', 'debat', 'pemimpin', 'memajukan', 'bisnis', 'nya', 'pemimpin', 'bisnisnya', 'mandek', 'dipilih']","['restyjcayah', 'gerindra', 'andrerosiade', 'debat', 'pemimpin', 'memajukan', 'bisnis', 'nya', 'pemimpin', 'bisnisnya', 'mandek', 'dipilih']","['restyjcayah', 'gerindra', 'andrerosiade', 'debat', 'pimpin', 'maju', 'bisnis', 'nya', 'pimpin', 'bisnis', 'mandek', 'pilih']"
503, jokowi prabowo anggaran apbn ini duit rakyat dipake agenda kampanye dgn tim sukses hadir paraaaaahhhhh,anggaran apbn duit dipake agenda kampanye tim paraaaaahhhhh,"['anggaran', 'apbn', 'duit', 'dipake', 'agenda', 'kampanye', 'tim', 'paraaaaahhhhh']","['anggaran', 'apbn', 'duit', 'dipakai', 'agenda', 'kampanye', 'tim', 'paraaaaahhhhh']","['anggar', 'apbn', 'duit', 'pakai', 'agenda', 'kampanye', 'tim', 'paraaaaahhhhh']"
504,ganjarmahfud akan mempromosikan investasi dalam energi terbarukan  happy new year  ,mempromosikan investasi energi terbarukan happy new year,"['mempromosikan', 'investasi', 'energi', 'terbarukan', 'happy', 'new', 'year']","['mempromosikan', 'investasi', 'energi', 'terbarukan', 'happy', 'new', 'year']","['promosi', 'investasi', 'energi', 'baru', 'happy', 'new', 'year']"
505,cuitcuap masbowogbran pastinya paling paham bagaimana cara investasi semangat yg bagkitan semangat rakyat utk sejahterain indonesia  baikpakbowoprabowo  ,cuitcuap pastinya paham investasi semangat bagkitan semangat sejahterain baikpakbowoprabowo,"['cuitcuap', 'pastinya', 'paham', 'investasi', 'semangat', 'bagkitan', 'semangat', 'sejahterain', 'baikpakbowoprabowo']","['cuitcuap', 'pastinya', 'paham', 'investasi', 'semangat', 'bagkitan', 'semangat', 'sejahterain', 'baikpakbowoprabowo']","['cuitcuap', 'pasti', 'paham', 'investasi', 'semangat', 'bagkitan', 'semangat', 'sejahterain', 'baikpakbowoprabowo']"
506, kikidaliyo  ganjar pranowo pak ganjar mampu menjaga dan merawat  pancasila  mahfud hebat     happy new year,menjaga merawat pancasila happy new year,"['menjaga', 'merawat', 'pancasila', 'happy', 'new', 'year']","['menjaga', 'merawat', 'pancasila', 'happy', 'new', 'year']","['jaga', 'rawat', 'pancasila', 'happy', 'new', 'year']"
507,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit  untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat ,aksi nyata pasangan perjuangkan kredit koprasi umkm mari sukseskan bisnis lokal nct wish,"['aksi', 'nyata', 'pasangan', 'perjuangkan', 'kredit', 'koprasi', 'umkm', 'mari', 'sukseskan', 'bisnis', 'lokal', 'nct', 'wish']","['aksi', 'nyata', 'pasangan', 'perjuangkan', 'kredit', 'koprasi', 'umkm', 'mari', 'sukseskan', 'bisnis', 'lokal', 'nct', 'wish']","['aksi', 'nyata', 'pasang', 'juang', 'kredit', 'koprasi', 'umkm', 'mari', 'sukses', 'bisnis', 'lokal', 'nct', 'wish']"
508,analisis tajam rocky gerung ungkap kolaborasi aniesganjar hadapi kecurangan jokowi di pilpres   ,analisis tajam rocky gerung kolaborasi hadapi kecurangan pilpres,"['analisis', 'tajam', 'rocky', 'gerung', 'kolaborasi', 'hadapi', 'kecurangan', 'pilpres']","['analisis', 'tajam', 'rocky', 'gerung', 'kolaborasi', 'hadapi', 'kecurangan', 'pilpres']","['analisis', 'tajam', 'rocky', 'gerung', 'kolaborasi', 'hadap', 'curang', 'pilpres']"
509,mantan pimpinan kpk anies capres paling minim risiko korupsi ,mantan pimpinan kpk minim risiko korupsi,"['mantan', 'pimpinan', 'kpk', 'minim', 'risiko', 'korupsi']","['mantan', 'pimpinan', 'kpk', 'minim', 'risiko', 'korupsi']","['mantan', 'pimpin', 'kpk', 'minim', 'risiko', 'korupsi']"
510,ganjarmahfud akan memastikan kolaborasi efektif antara pemerintah dan swasta untuk memajukan riset dan inovasi sdesfiani happy new year  ,kolaborasi efektif pemerintah swasta memajukan riset inovasi sdesfiani happy new year,"['kolaborasi', 'efektif', 'pemerintah', 'swasta', 'memajukan', 'riset', 'inovasi', 'sdesfiani', 'happy', 'new', 'year']","['kolaborasi', 'efektif', 'pemerintah', 'swasta', 'memajukan', 'riset', 'inovasi', 'sdesfiani', 'happy', 'new', 'year']","['kolaborasi', 'efektif', 'perintah', 'swasta', 'maju', 'riset', 'inovasi', 'sdesfiani', 'happy', 'new', 'year']"
511,program susu gratis tuai kecaman prabowo beberkan bakal impor  juta sapi dari india ,susu tuai kecaman beberkan impor juta sapi india,"['susu', 'tuai', 'kecaman', 'beberkan', 'impor', 'juta', 'sapi', 'india']","['susu', 'tuai', 'kecaman', 'beberkan', 'impor', 'juta', 'sapi', 'india']","['susu', 'tuai', 'kecam', 'kan', 'impor', 'juta', 'sapi', 'india']"
512,afutami ganjarpranowo i love how pak anies influence other to do positive things respect buat pak ganjar membuktikan dirinya juga menjunjung tinggi demokrasikalo kubu sebelah melakukan sgala cara agar menang doa gue smoga tuhan yang turun tangan di pemilu kali ini ,afutami i love how influence other to do positive things respect membuktikan menjunjung demokrasikalo sebelah sgala doa smoga tuhan turun tangan pemilu kali,"['afutami', 'i', 'love', 'how', 'influence', 'other', 'to', 'do', 'positive', 'things', 'respect', 'membuktikan', 'menjunjung', 'demokrasikalo', 'sebelah', 'sgala', 'doa', 'smoga', 'tuhan', 'turun', 'tangan', 'pemilu', 'kali']","['afutami', 'i', 'love', 'how', 'influence', 'other', 'tapi', 'di', 'positive', 'things', 'respect', 'membuktikan', 'menjunjung', 'demokrasikalo', 'sebelah', 'sgala', 'doa', 'semoga', 'tuhan', 'turun', 'tangan', 'pemilu', 'kali']","['afutami', 'i', 'love', 'how', 'influence', 'other', 'tapi', 'di', 'positive', 'things', 'respect', 'bukti', 'junjung', 'demokrasikalo', 'belah', 'sgala', 'doa', 'moga', 'tuhan', 'turun', 'tangan', 'milu', 'kali']"
513,ternyata acara desak anies itu sudah di lakukan dari semenjak beliau jadi gubernur dkijd fix ya bukan hnya saat pilpres aja  ,acara lakukan semenjak dkijd fix pilpres aja,"['acara', 'lakukan', 'semenjak', 'dkijd', 'fix', 'pilpres', 'aja']","['acara', 'lakukan', 'semenjak', 'dkijd', 'fix', 'pilpres', 'saja']","['acara', 'laku', 'semenjak', 'dkijd', 'fix', 'pilpres', 'saja']"
514,baliho prabowo gibran menutupi icon selama datang kota batam  coba bawasluri tolong di tindak karena ini sudah jelas pelanggaran karena memasang baliho di icon  selamat datang kota batam    ,baliho menutupi icon batam coba bawasluri tolong tindak pelanggaran memasang baliho icon selamat batam,"['baliho', 'menutupi', 'icon', 'batam', 'coba', 'bawasluri', 'tolong', 'tindak', 'pelanggaran', 'memasang', 'baliho', 'icon', 'selamat', 'batam']","['baliho', 'menutupi', 'icon', 'batam', 'coba', 'bawasluri', 'tolong', 'tindak', 'pelanggaran', 'memasang', 'baliho', 'icon', 'selamat', 'batam']","['baliho', 'tutup', 'icon', 'batam', 'coba', 'bawasluri', 'tolong', 'tindak', 'langgar', 'pasang', 'baliho', 'icon', 'selamat', 'batam']"
515,ganjarpranowo mohmahfudmd pak ganjar menyoroti kesejahteraan guru ngaji karena beliau menyadari bahwa guru ngaji  mengajarkan anakanak mengaji dengan baik,menyoroti kesejahteraan ngaji menyadari ngaji mengajarkan mengaji,"['menyoroti', 'kesejahteraan', 'ngaji', 'menyadari', 'ngaji', 'mengajarkan', 'mengaji']","['menyoroti', 'kesejahteraan', 'mengaji', 'menyadari', 'mengaji', 'mengajarkan', 'mengaji']","['sorot', 'sejahtera', 'aji', 'sadar', 'aji', 'ajar', 'aji']"
516,calon presiden capres nomor urut  anies baswedan menanggapi tudingan dirinya tendensius saat debat pilpres  putaran ketiga lantaran kerap saling sindir dengan capres nomor urut  prabowo subiantodi dalam diplomasi internasional kita harus menunjukan posisi dan tidak bisa di dalam diplomasi internasional kita sungkan ujar anies di gorontalo dikutip selasa  capres besutan koalisi perubahan ini pun menegaskan bahwa sekali pun kenal akrab dengan seseorang yang memiliki kepentingan kita tetap berhak untuk menyuarakan pendapatsimak berita selengkapnya di hardnewspolitik newsone cariberitaditvone politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres   aniesbaswedan prabowosubianto  ,nomor urut menanggapi tudingan tendensius debat pilpres putaran ketiga lantaran kerap sindir nomor urut subiantodi diplomasi internasional menunjukan posisi diplomasi internasional sungkan gorontalo dikutip selasa besutan koalisi perubahan kenal akrab memiliki kepentingan berhak menyuarakan pendapatsimak berita kamikabarkanandaputuskan maumemilih,"['nomor', 'urut', 'menanggapi', 'tudingan', 'tendensius', 'debat', 'pilpres', 'putaran', 'ketiga', 'lantaran', 'kerap', 'sindir', 'nomor', 'urut', 'subiantodi', 'diplomasi', 'internasional', 'menunjukan', 'posisi', 'diplomasi', 'internasional', 'sungkan', 'gorontalo', 'dikutip', 'selasa', 'besutan', 'koalisi', 'perubahan', 'kenal', 'akrab', 'memiliki', 'kepentingan', 'berhak', 'menyuarakan', 'pendapatsimak', 'berita', 'kamikabarkanandaputuskan', 'maumemilih']","['nomor', 'urut', 'menanggapi', 'tudingan', 'tendensius', 'debat', 'pilpres', 'putaran', 'ketiga', 'lantaran', 'kerap', 'sindir', 'nomor', 'urut', 'subiantodi', 'diplomasi', 'internasional', 'menunjukan', 'posisi', 'diplomasi', 'internasional', 'sungkan', 'gorontalo', 'dikutip', 'selasa', 'besutan', 'koalisi', 'perubahan', 'kenal', 'akrab', 'memiliki', 'kepentingan', 'berhak', 'menyuarakan', 'pendapatsimak', 'berita', 'kamikabarkanandaputuskan', 'maumemilih']","['nomor', 'urut', 'tanggap', 'tuding', 'tendensius', 'debat', 'pilpres', 'putar', 'tiga', 'lantar', 'kerap', 'sindir', 'nomor', 'urut', 'subiantodi', 'diplomasi', 'internasional', 'tunjuk', 'posisi', 'diplomasi', 'internasional', 'sungkan', 'gorontalo', 'kutip', 'selasa', 'besut', 'koalisi', 'ubah', 'kenal', 'akrab', 'milik', 'penting', 'hak', 'suara', 'pendapatsimak', 'berita', 'kamikabarkanandaputuskan', 'maumemilih']"
517,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ganjarpranowopilihanumat ,pasangan solusi jitu dorong pertumbuhan ekonomi desa,"['pasangan', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa']","['pasangan', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa']","['pasang', 'solusi', 'jitu', 'dorong', 'tumbuh', 'ekonomi', 'desa']"
